reportingrailroadcode,accidentnumber,date,time,accidenttype,hazmatreleasedcars,station,stateabbr,temperature,visibility_code,visibility,weathercondition,tracktype,equipmenttype,trainspeed,equipmentdamagecost,trackdamagecost,totaldamagecost,primaryaccidentcausecode,latitude,longitude,prior_temp,actual_temp,following_temp,before_temp_change,after_temp_change,across_temp_change,accident_category
UP,0916KC006,2016-09-11,11:50 PM,Derailment,0,PRATT,KS,75,4.0,Dark,Cloudy,Yard,Freight Train,7,12215,24386,36601,H303,37.653805,-98.738732,62.6,66.7,74.0,4.100000000000001,7.299999999999997,11.399999999999999,Other
UP,0420HL023,2020-04-30,4:25 PM,Derailment,0,PRATT,KS,78,2.0,Day,Clear,Yard,Freight Train,8,8893,4136,13029,T103,37.66481,-98.724576,59.1,61.7,70.9,2.6000000000000014,9.200000000000003,11.800000000000004,Track-related
BNSF,PR1218106,2018-12-07,10:25 AM,Derailment,0,PROVO,SD,10,2.0,Day,Clear,Main,Freight Train,37,14813,51000,65813,E61C,43.152633,-103.732538,12.3,14.8,25.8,2.5,11.0,13.5,Other
UP,0117UT010,2017-01-18,10:15 AM,Derailment,0,PROVO,UT,30,2.0,Day,Clear,Yard,Freight Train,5,11578,0,11578,M101,40.223196,-111.651452,22.6,23.7,32.4,1.0999999999999979,8.7,9.799999999999997,Other
BNSF,PR0118103,2018-01-06,5:03 AM,Derailment,0,PUEBLO,CO,20,1.0,Dawn,Clear,Yard,Yard/switching,5,13070,100,13170,E29C,38.268354,-104.620926,30.5,32.9,41.5,2.3999999999999986,8.600000000000001,11.0,Other
BNSF,PR1018107,2018-10-11,5:15 AM,Derailment,0,PUEBLO,CO,45,1.0,Dawn,Rain,Yard,Light loco(s),0,4000,0,68246,H307,38.269588,-104.622186,38.7,40.7,49.5,2.0,8.799999999999997,10.799999999999997,Other
BNSF,PR0216109,2016-02-09,2:55 AM,Derailment,0,PUEBLO,CO,18,4.0,Dark,Clear,Yard,Yard/switching,6,16487,0,16487,H507,38.277246,-104.631522,33.9,37.3,51.4,3.3999999999999986,14.100000000000001,17.5,Other
BNSF,PR1018107,2018-10-11,5:15 AM,Derailment,0,PUEBLO,CO,45,1.0,Dawn,Rain,Yard,Yard/switching,6,62746,1500,68246,H307,38.269588,-104.622186,38.7,40.7,49.5,2.0,8.799999999999997,10.799999999999997,Other
UP,0523GP011,2023-05-08,4:30 PM,Other impacts,0,PUEBLO,CO,76,2.0,Day,Cloudy,Yard,Yard/switching,7,33372,7876,88621,H307,38.272403,-104.627955,64.1,61.1,67.9,-2.999999999999993,6.800000000000004,3.8000000000000114,Other
UP,0523GP011,2023-05-08,4:30 PM,Other impacts,0,PUEBLO,CO,76,2.0,Day,Cloudy,Yard,Cut of cars,0,47373,0,88621,H307,38.272403,-104.627955,64.1,61.1,67.9,-2.999999999999993,6.800000000000004,3.8000000000000114,Other
UP,0317LK022,2017-03-15,9:15 AM,Derailment,0,QUEEN CITY,TX,40,2.0,Day,Clear,Industry,Yard/switching,1,63611,6930,70541,H522,33.271064,-94.099742,44.5,44.4,52.5,-0.10000000000000142,8.100000000000001,8.0,Other
BNSF,HL0217101,2017-02-09,12:59 AM,Derailment,0,QUINCY,IL,17,4.0,Dark,Clear,Yard,Yard/switching,10,7475,0,7475,T110,39.951982,-91.418256,24.0,16.9,42.3,-7.100000000000001,25.4,18.299999999999997,Track-related
MDS,20021701,2020-02-07,12:08 PM,Derailment,0,QUITMAN,MS,61,2.0,Day,Cloudy,Main,Freight Train,6,290000,135000,425000,T202,32.010993,-88.726368,49.7,42.1,50.2,-7.600000000000001,8.100000000000001,0.5,Track-related
BNSF,SW1019115,2019-10-31,2:30 AM,Derailment,0,RADIUM SPRINGS,NM,30,4.0,Dark,Clear,Main,Freight Train,37,499217,200000,699217,T207,32.495656,-106.919684,48.8,38.3,45.6,-10.5,7.300000000000004,-3.1999999999999957,Track-related
KO,20160218,2016-02-17,3:00 PM,Fire/violent rupture,0,RAGO,KS,78,2.0,Day,Clear,Main,Freight Train,9,0,12892,12892,H599,37.472335,-98.090885,47.0,49.0,62.2,2.0,13.200000000000003,15.200000000000003,Other
NS,118811,2016-01-06,11:40 PM,Derailment,0,RALEIGH,NC,72,4.0,Dark,Cloudy,Industry,Freight Train,5,24812,200,25012,T110,35.749943,-78.634698,27.9,33.2,40.2,5.300000000000004,7.0,12.300000000000004,Track-related
UP,1022GL011,2022-10-10,1:40 PM,Hwy-rail crossing,0,RALSTON,IA,77,2.0,Day,Clear,Main,Freight Train,45,9101,140150,149251,M303,42.041756,-94.641298,53.2,55.2,66.4,2.0,11.200000000000003,13.200000000000003,Other
NS,132559,2019-01-23,12:20 PM,Derailment,0,RANDLEMAN,NC,35,2.0,Day,Cloudy,Industry,Freight Train,4,84945,50,84995,H307,35.803223,-79.824855,27.5,43.4,54.5,15.899999999999999,11.100000000000001,27.0,Other
RCPE,RCP648420D,2020-12-23,6:30 PM,Derailment,0,RAPID CITY,SD,25,4.0,Dark,Cloudy,Yard,Yard/switching,5,1810,30000,31810,T103,44.0589,-103.19066,46.4,18.5,36.9,-27.9,18.4,-9.5,Track-related
NJTR,202303083,2023-02-22,10:02 PM,Derailment,0,RARITAN,NJ,37,4.0,Dark,Cloudy,Yard,Commuter Train - Pushing,6,16554,939,17493,H303,40.570514,-74.64229,40.3,33.9,41.7,-6.399999999999999,7.800000000000004,1.4000000000000057,Other
NJTR,201702059,2017-02-17,12:01 AM,Other impacts,0,RARITAN,NJ,27,4.0,Dark,Clear,Yard,Yard/switching,3,33142,3850,71984,H020,40.570282,-74.643301,32.6,32.2,41.5,-0.3999999999999986,9.299999999999997,8.899999999999999,Other
NJTR,201702059,2017-02-17,12:01 AM,Other impacts,0,RARITAN,NJ,27,4.0,Dark,Clear,Yard,Single Car,1,31142,3850,71984,H020,40.570282,-74.643301,32.6,32.2,41.5,-0.3999999999999986,9.299999999999997,8.899999999999999,Other
BNSF,PR0119128,2019-01-30,4:19 AM,Derailment,0,RAVENNA,NE,-5,1.0,Dawn,Snow,Main,Freight Train,53,259213,561000,820213,T204,41.024646,-98.731879,16.4,5.2,22.5,-11.2,17.3,6.100000000000001,Track-related
BNSF,TC0323144,2023-03-30,1:02 AM,Derailment,5,RAYMOND,MN,28,4.0,Dark,Clear,Main,Freight Train,45,1803663,669411,2473074,T210,45.013759,-95.245071,10.2,22.3,33.7,12.100000000000001,11.400000000000002,23.500000000000004,Track-related
CSX,000203821,2022-03-22,11:00 PM,Other (describe in narrative),0,READER,WV,42,4.0,Dark,Clear,Main,Freight Train,25,14455,64,14519,M501,39.576057,-80.771233,50.6,53.7,60.5,3.1000000000000014,6.799999999999997,9.899999999999999,Other
NS,124199,2017-03-05,9:45 PM,Derailment,1,READING,PA,37,4.0,Dark,Clear,Yard,Freight Train,10,14200,4500,18700,T205,40.34578,-75.923081,25.5,24.6,38.0,-0.8999999999999986,13.399999999999999,12.5,Track-related
NS,133935,2019-05-14,3:15 AM,Derailment,0,READING,PA,47,4.0,Dark,Cloudy,Yard,Freight Train,6,1203,85042,86245,T110,40.34578,-75.923081,46.5,50.2,57.7,3.700000000000003,7.5,11.200000000000003,Track-related
UP,0517LK015,2017-05-07,2:50 AM,Obstruction,0,RECTOR,AR,54,4.0,Dark,Cloudy,Main,Freight Train,53,4180,9148,13328,M402,36.269655,-90.283663,64.1,63.6,70.3,-0.4999999999999929,6.699999999999996,6.200000000000003,Other
BNSF,RD0523108,2023-05-11,3:54 AM,Derailment,0,REDROCK,OK,75,4.0,Dark,Clear,Main,Freight Train,40,10077,49480,59557,E33C,36.447742,-97.171258,73.9,71.3,78.0,-2.6000000000000085,6.700000000000003,4.099999999999994,Other
ATK,166693,2021-03-24,1:30 AM,Derailment,0,RENSSELAER,NY,52,4.0,Dark,Clear,Yard,Yard/switching,5,10913,13768,24681,H702,42.64405,-73.74208,50.0,48.8,56.7,-1.2000000000000028,7.900000000000006,6.700000000000003,Other
TCWR,TCW021919A,2019-02-19,11:58 AM,Hwy-rail crossing,0,RENVILLE,MN,10,2.0,Day,Cloudy,Main,Freight Train,20,20000,5000,25000,M302,44.789258,-95.158628,2.3,2.3,18.4,0.0,16.099999999999998,16.099999999999998,Other
BNSF,MT0620103,2020-06-22,6:00 PM,Derailment,0,RESERVE,MT,73,3.0,Dusk,Clear,Main,Freight Train,9,136090,94000,230090,T001,48.576759,-104.47557,60.5,62.0,69.7,1.5,7.700000000000003,9.200000000000003,Track-related
EIRR,190130008,2019-01-30,1:00 PM,Derailment,0,REXBURG,ID,25,2.0,Day,Snow,Main,Light loco(s),25,36000,0,36000,M101,43.765296,-111.719194,9.4,7.5,17.6,-1.9000000000000004,10.100000000000001,8.200000000000001,Other
ATK,152047,2018-02-19,11:05 PM,Obstruction,0,RHINECLIFF,NY,38,4.0,Dark,Fog,Main,Passenger Train - Pulling,0,13288,0,13288,M404,41.919583,-73.951304,34.9,34.9,51.8,0.0,16.9,16.9,Other
CSX,000175345,2018-03-21,9:16 PM,Side collision,0,RICHMOND,VA,34,4.0,Dark,Cloudy,Yard,Yard/switching,3,0,0,34691,H301,37.594322,-77.484607,39.5,33.4,41.2,-6.100000000000001,7.800000000000004,1.7000000000000028,Other
CSX,000175345,2018-03-21,9:16 PM,Side collision,0,RICHMOND,VA,34,4.0,Dark,Cloudy,Yard,Yard/switching,3,34691,0,34691,H301,37.594322,-77.484607,39.5,33.4,41.2,-6.100000000000001,7.800000000000004,1.7000000000000028,Other
CSX,000210105,2023-03-01,5:25 AM,Other impacts,0,RICHMOND,VA,44,4.0,Dark,Clear,Yard,Light loco(s),7,799,0,56576,H306,37.57583,-77.471319,52.6,48.9,57.6,-3.700000000000003,8.700000000000003,5.0,Other
CSX,000209831,2023-02-15,9:46 PM,Derailment,0,RICHMOND,VA,54,4.0,Dark,Clear,Yard,Freight Train,4,35700,0,57842,H312,37.569947,-77.466884,49.0,57.0,65.2,8.0,8.200000000000003,16.200000000000003,Other
CSX,000209831,2023-02-15,9:46 PM,Derailment,0,RICHMOND,VA,54,4.0,Dark,Clear,Yard,Cut of cars,8,22142,0,57842,H312,37.569947,-77.466884,49.0,57.0,65.2,8.0,8.200000000000003,16.200000000000003,Other
CSX,000210105,2023-03-01,5:25 AM,Other impacts,0,RICHMOND,VA,44,4.0,Dark,Clear,Yard,Cut of cars,0,55777,0,56576,H306,37.57583,-77.471319,52.6,48.9,57.6,-3.700000000000003,8.700000000000003,5.0,Other
CSX,000167686,2017-03-24,4:57 AM,Derailment,0,RICHMOND,VA,36,4.0,Dark,Clear,Main,Freight Train,7,11200,145894,157094,T110,37.577934,-77.472707,38.5,50.1,66.0,11.600000000000001,15.899999999999999,27.5,Track-related
CSX,000166533,2017-02-05,5:30 AM,Derailment,0,RICHMOND,VA,30,1.0,Dawn,Clear,Yard,Yard/switching,7,33992,5752,39744,T202,37.570107,-77.466873,30.7,40.1,49.1,9.400000000000002,9.0,18.400000000000002,Track-related
LI,70848,2019-11-04,2:00 AM,Derailment,0,RICHMOND HILL,NY,44,4.0,Dark,Clear,Yard,EMU,3,184791,6586,191377,M405,40.696948,-73.82388,48.1,49.3,56.6,1.1999999999999957,7.300000000000004,8.5,Other
LI,76562,2022-02-15,3:55 PM,Derailment,0,RICHMOND HILL,NY,28,2.0,Day,Clear,Yard,Passenger Train - Pulling,5,45257,32678,77935,T111,40.69698,-73.82169,21.7,23.6,36.9,1.9000000000000021,13.299999999999997,15.2,Track-related
ATK,178917,2024-03-19,4:57 PM,Hwy-rail crossing,0,RIO VISTA,TX,65,2.0,Day,Cloudy,Main,Passenger Train - Pulling,79,14239,0,14239,M302,32.183617,-97.380635,53.1,51.9,58.8,-1.2000000000000028,6.899999999999999,5.699999999999996,Other
BNSF,RD0324206,2024-03-19,4:57 PM,Hwy-rail crossing,0,RIO VISTA,TX,65,2.0,Day,Clear,Main,Freight Train,0,0,0,14239,M302,32.183617,-97.380635,53.1,51.9,58.8,-1.2000000000000028,6.899999999999999,5.699999999999996,Other
CRSH,113440,2014-12-13,12:30 AM,Raking collision,0,RIVER ROUGE,MI,35,4.0,Dark,Cloudy,Yard,Cut of cars,0,1143,0,23797,H020,42.274454,-83.138534,32.6,38.6,47.7,6.0,9.100000000000001,15.100000000000001,Other
CRSH,113440,2014-12-13,12:30 AM,Raking collision,0,RIVER ROUGE,MI,35,4.0,Dark,Cloudy,Yard,Yard/switching,7,22654,0,23797,H020,42.274454,-83.138534,32.6,38.6,47.7,6.0,9.100000000000001,15.100000000000001,Other
BNSF,CA1215117,2015-12-21,6:30 PM,Obstruction,0,RIVERBANK,CA,50,3.0,Dusk,Rain,Main,Freight Train,52,500,50000,50500,M402,37.710885,-120.929647,45.9,50.2,56.9,4.300000000000004,6.699999999999996,11.0,Other
CSX,000216519,2024-03-02,6:29 PM,Rear end collision,0,RIVERDALE,IL,35,2.0,Day,Clear,Yard,Yard/switching,10,12045,8724,240226,H306,41.649857,-87.631209,38.4,46.1,56.9,7.700000000000003,10.799999999999997,18.5,Other
CSX,000216519,2024-03-02,6:29 PM,Rear end collision,0,RIVERDALE,IL,35,2.0,Day,Clear,Yard,Yard/switching,10,219457,0,240226,H306,41.649857,-87.631209,38.4,46.1,56.9,7.700000000000003,10.799999999999997,18.5,Other
CSX,000216672,2024-03-11,1:45 AM,Derailment,0,RIVERDALE,IL,40,4.0,Dark,Clear,Yard,Yard/switching,5,6361,6175,12536,H702,41.856304,-87.739619,36.7,46.9,56.5,10.199999999999996,9.600000000000001,19.799999999999997,Other
CSX,000211142,2023-05-04,6:05 AM,Derailment,0,RIVERDALE,IL,45,1.0,Dawn,Clear,Yard,Freight Train,10,47317,17100,64417,H702,41.649888,-87.627422,46.8,55.7,65.7,8.900000000000006,10.0,18.900000000000006,Other
CSX,000156889,2016-02-06,1:10 AM,Derailment,0,RIVERDALE,IL,25,4.0,Dark,Clear,Yard,Yard/switching,5,47057,2500,49557,H702,41.650201,-87.645272,29.4,31.7,38.8,2.3000000000000007,7.099999999999998,9.399999999999999,Other
CSX,000157806,2016-03-07,3:17 AM,Other impacts,0,RIVERDALE,IL,46,4.0,Dark,Clear,Yard,Cut of cars,4,7758,0,17738,H318,41.650471,-87.647441,41.6,53.3,62.2,11.699999999999996,8.900000000000006,20.6,Other
CSX,000157806,2016-03-07,3:17 AM,Other impacts,0,RIVERDALE,IL,46,4.0,Dark,Clear,Yard,Yard/switching,5,9830,150,17738,H318,41.650471,-87.647441,41.6,53.3,62.2,11.699999999999996,8.900000000000006,20.6,Other
UP,0818UT046,2018-08-29,9:20 PM,Fire/violent rupture,0,RIVERDALE,UT,78,4.0,Dark,Clear,Main,Freight Train,0,135285,0,135285,E99L,41.184607,-111.989741,62.4,68.6,77.0,6.199999999999996,8.400000000000006,14.600000000000001,Other
IHB,2206,2016-04-24,3:30 PM,Derailment,0,RIVERDALE,IL,0,2.0,Day,Clear,Yard,Cut of cars,5,11954,834,12788,M411,41.639258,-87.652143,49.3,61.6,71.1,12.300000000000004,9.499999999999993,21.799999999999997,Other
CSX,000182382,2019-04-15,4:24 PM,Derailment,0,RIVERDALE,IL,54,2.0,Day,Cloudy,Yard,Freight Train,4,17456,724,18180,H506,41.649979,-87.657311,34.9,42.3,57.0,7.399999999999999,14.700000000000003,22.1,Other
UP,1122RM003,2022-11-04,1:50 AM,Derailment,0,RIVERDALE,UT,30,4.0,Dark,Cloudy,Yard,Yard/switching,6,15170,55974,71144,T207,41.167556,-111.994656,36.7,35.6,42.2,-1.1000000000000014,6.600000000000001,5.5,Track-related
LI,GR20150601,2015-06-18,1:44 PM,Hwy-rail crossing,0,RIVERHEAD,NY,70,2.0,Day,Clear,Main,DMU,37,14922,26284,41206,M303,40.917924,-72.689812,68.0,63.3,73.9,-4.700000000000003,10.600000000000009,5.900000000000006,Other
NS,155539,2024-01-24,9:14 AM,Other impacts,0,ROANOKE,VA,51,2.0,Day,Cloudy,Yard,Yard/switching,6,152200,4672,156872,H312,37.277109,-79.982324,40.9,49.4,57.7,8.5,8.300000000000004,16.800000000000004,Other
NS,140029,2020-12-16,2:16 AM,Derailment,0,ROANOKE,VA,72,4.0,Dark,Cloudy,Main,Freight Train,6,261256,301411,562667,H517,37.273201,-79.939819,35.2,32.7,39.5,-2.5,6.799999999999997,4.299999999999997,Other
NS,154607,2023-10-27,5:30 PM,Other impacts,0,ROANOKE,VA,80,3.0,Dusk,Clear,Yard,Single Car,4,94632,494,95126,H317,37.277575,-79.978824,63.4,66.8,73.7,3.3999999999999986,6.900000000000006,10.300000000000004,Other
NS,137026,2020-02-02,3:00 PM,Other impacts,0,ROANOKE,VA,60,2.0,Day,Clear,Yard,Single Car,0,0,0,51662,H312,37.277109,-79.982321,41.4,51.4,60.2,10.0,8.800000000000004,18.800000000000004,Other
UP,0124TO001,2024-01-02,3:15 AM,Derailment,0,ROANOKE,TX,30,4.0,Dark,Cloudy,Main,Freight Train,40,67137,1065960,1133097,E51C,33.043903,-97.207988,36.9,38.7,45.6,1.8000000000000043,6.899999999999999,8.700000000000003,Other
NS,137026,2020-02-02,3:00 PM,Other impacts,0,ROANOKE,VA,60,2.0,Day,Clear,Yard,Cut of cars,4,50000,1662,51662,H312,37.277109,-79.982321,41.4,51.4,60.2,10.0,8.800000000000004,18.800000000000004,Other
NS,133104,2019-03-06,2:15 AM,Derailment,0,ROANOKE,VA,21,4.0,Dark,Clear,Yard,Freight Train,7,4608,27890,32498,E39C,37.273788,-79.950442,31.2,28.0,35.7,-3.1999999999999993,7.700000000000003,4.5000000000000036,Other
NS,145589,2022-06-19,1:30 PM,Derailment,0,ROANOKE,IN,79,2.0,Day,Clear,Yard,Work train,10,118016,126070,244086,H506,40.976716,-85.34943,68.0,67.0,74.2,-1.0,7.200000000000003,6.200000000000003,Other
NS,137017,2020-02-01,11:20 PM,Derailment,0,ROANOKE,VA,39,4.0,Dark,Cloudy,Yard,Yard/switching,6,9300,15383,24683,T207,37.271098,-79.997944,35.3,41.4,51.4,6.100000000000001,10.0,16.1,Track-related
UP,0219GL015,2019-02-01,11:59 PM,Other (describe in narrative),0,ROCHELLE,IL,10,4.0,Dark,Cloudy,Yard,Yard/switching,4,177065,0,177065,E21C,41.902291,-89.120198,-15.6,6.7,27.2,22.3,20.5,42.8,Other
CSX,000154773,2015-11-30,8:15 AM,Derailment,0,ROCKWOOD,PA,38,2.0,Day,Cloudy,Yard,Freight Train,3,15103,377,15480,H307,39.914012,-79.155347,40.3,32.7,40.1,-7.599999999999994,7.399999999999999,-0.19999999999999574,Other
CSX,000180427,2018-12-20,10:39 AM,Other impacts,0,ROCKY MOUNT,NC,40,2.0,Day,Fog,Yard,Cut of cars,6,2200,0,19640,H318,35.918853,-77.804447,38.5,54.0,60.6,15.5,6.600000000000001,22.1,Other
CSX,000196440,2021-03-17,4:30 AM,Fire/violent rupture,0,ROCKY MOUNT,NC,35,4.0,Dark,Clear,Yard,Cut of cars,0,31535,0,31535,M406,35.918853,-77.804447,41.3,47.7,61.6,6.400000000000006,13.899999999999999,20.300000000000004,Other
CSX,000180427,2018-12-20,10:39 AM,Other impacts,0,ROCKY MOUNT,NC,40,2.0,Day,Fog,Yard,Single Car,6,17343,97,19640,H318,35.918853,-77.804447,38.5,54.0,60.6,15.5,6.600000000000001,22.1,Other
CSX,000214346,2023-11-02,9:30 AM,Derailment,0,ROMULUS,MI,45,2.0,Day,Clear,Main,Freight Train,39,454204,46105,500309,E62C,42.238603,-83.395838,34.2,40.2,49.3,6.0,9.099999999999994,15.099999999999994,Other
LI,77420,2022-06-24,2:57 AM,Derailment,0,RONKONKOMA,NY,60,4.0,Dark,Clear,Main,Freight Train,0,0,16168,48890,E70L,40.809697,-73.09147,66.5,66.9,75.9,0.4000000000000057,9.0,9.400000000000006,Other
NYA,NYA00065F,2022-06-24,2:57 AM,Derailment,0,RONKONKOMA,NY,60,4.0,Dark,Clear,Main,Freight Train,10,32722,0,48890,E70L,40.809697,-73.09147,66.5,66.9,75.9,0.4000000000000057,9.0,9.400000000000006,Other
UP,1118SA036,2018-11-27,9:19 PM,Fire/violent rupture,0,ROSANKY,TX,47,4.0,Dark,Clear,Main,Freight Train,30,24586,700,25286,E74L,29.932987,-97.328563,46.3,46.3,57.0,0.0,10.700000000000003,10.700000000000003,Other
ATK,150447,2017-11-01,12:04 PM,Other (describe in narrative),0,ROSEDALE,MD,55,2.0,Day,Clear,Main,Passenger Train - Pulling,110,2669,11181,13850,E78L,39.306691,-76.504447,49.1,50.9,60.5,1.7999999999999972,9.600000000000001,11.399999999999999,Other
UP,0123NC004,2023-01-03,6:41 PM,Obstruction,0,ROSEVILLE,CA,46,3.0,Dusk,Cloudy,Yard,Yard/switching,4,9949,4047,13996,M404,38.744706,-121.292172,41.6,43.7,51.3,2.1000000000000014,7.599999999999994,9.699999999999996,Other
MNNR,0515001,2015-05-12,1:30 AM,Other impacts,0,ROSEVILLE,MN,45,4.0,Dark,Rain,Industry,Yard/switching,7,17425,2398,19823,H306,45.002021,-93.122853,50.7,47.1,54.5,-3.6000000000000014,7.399999999999999,3.799999999999997,Other
NS,118339,2015-11-23,1:42 PM,Other (describe in narrative),0,ROSSVILLE,TN,56,2.0,Day,Clear,Main,Yard/switching,10,0,14500,14500,H221,35.048109,-89.568087,34.6,40.8,47.9,6.199999999999996,7.100000000000001,13.299999999999997,Other
UP,0315SL003,2015-03-02,2:23 AM,Fire/violent rupture,0,ROYAL,IL,20,4.0,Dark,Clear,Main,Freight Train,47,199889,0,199889,E72L,40.25939,-87.935922,22.7,20.3,33.0,-2.3999999999999986,12.7,10.3,Other
BNSF,PR0315116,2015-03-26,11:00 PM,Derailment,0,ROZET,WY,44,4.0,Dark,Rain,Yard,Yard/switching,5,17388,0,17388,H607,44.289889,-105.282904,33.4,43.3,52.1,9.899999999999999,8.800000000000004,18.700000000000003,Other
CSX,000142805,2015-03-10,8:40 PM,Derailment,0,RUSSELL,KY,52,4.0,Dark,Rain,Yard,Cut of cars,5,12849,100,12949,H318,38.531911,-82.69725,44.2,44.8,53.1,0.5999999999999943,8.300000000000004,8.899999999999999,Other
BNSF,TX1114106,2014-11-18,3:45 PM,Derailment,0,SAGINAW,TX,48,2.0,Day,Clear,Industry,Yard/switching,4,2776,8500,11276,T110,32.848788,-97.352907,33.8,41.7,50.1,7.900000000000006,8.399999999999999,16.300000000000004,Track-related
NECR,NEC324117D,2017-06-07,5:00 AM,Derailment,0,SAINT ALBANS,VT,39,1.0,Dawn,Clear,Main,Freight Train,10,180,12675,12855,T111,44.813501,-73.086591,52.0,58.4,66.1,6.399999999999999,7.699999999999996,14.099999999999994,Track-related
NS,120277,2016-04-27,6:20 AM,Derailment,0,SAINT BERNARD,OH,62,1.0,Dawn,Clear,Yard,Freight Train,7,55583,0,65457,H306,39.143378,-84.543969,68.6,57.7,64.6,-10.899999999999991,6.8999999999999915,-4.0,Other
NS,120277,2016-04-27,6:20 AM,Derailment,0,SAINT BERNARD,OH,62,1.0,Dawn,Clear,Yard,Single Car,0,460,9414,65457,H306,39.143378,-84.543969,68.6,57.7,64.6,-10.899999999999991,6.8999999999999915,-4.0,Other
UP,0215SL006,2015-02-19,4:50 AM,Derailment,0,SALEM,IL,-5,4.0,Dark,Cloudy,Yard,Freight Train,6,40265,2178,66916,T220,38.649398,-88.919917,14.0,5.6,16.2,-8.4,10.6,2.1999999999999993,Other
UP,0215SL006,2015-02-19,4:50 AM,Derailment,0,SALEM,IL,-5,4.0,Dark,Cloudy,Yard,Freight Train,0,24473,0,66916,T220,38.649398,-88.919917,14.0,5.6,16.2,-8.4,10.6,2.1999999999999993,Other
UP,0715DV003,2015-07-04,2:38 AM,Derailment,0,SALINA,KS,70,4.0,Dark,Cloudy,Yard,Yard/switching,6,55791,66,55857,H702,38.851557,-97.604484,75.7,78.5,87.9,2.799999999999997,9.400000000000006,12.200000000000003,Other
UP,0516UT001,2016-05-03,1:10 AM,Derailment,0,SALT LAKE CITY,UT,48,4.0,Dark,Clear,Yard,Yard/switching,6,61072,37888,98960,T205,40.706624,-111.909348,56.8,60.8,67.6,4.0,6.799999999999997,10.799999999999997,Track-related
UP,0116SA006,2016-01-13,9:45 AM,Other (describe in narrative),0,SAN ANTONIO,TX,61,2.0,Day,Clear,Yard,Yard/switching,4,0,25001,25001,H706,29.35911,-98.571413,48.4,49.4,57.6,1.0,8.200000000000003,9.200000000000003,Other
UP,0223SX003,2023-02-04,6:25 AM,Other impacts,0,SAN ANTONIO,TX,32,1.0,Dawn,Clear,Yard,Yard/switching,4,31869,366,32723,E27C,29.375779,-98.55647,44.7,47.7,56.0,3.0,8.299999999999997,11.299999999999997,Other
UP,0324ES020,2024-03-12,3:40 PM,Obstruction,0,SAN ANTONIO,TX,73,2.0,Day,Clear,Main,Spec. MoW Equip.,0,35000,0,40000,H025,29.492415,-98.356211,61.6,67.0,74.6,5.399999999999999,7.599999999999994,12.999999999999993,Other
UP,0321SX004,2021-03-04,12:45 PM,Derailment,0,SAN ANTONIO,TX,69,2.0,Day,Clear,Yard,Maint./inspect Car,5,17183,99,17282,E27C,29.371628,-98.560392,54.6,59.8,66.5,5.199999999999996,6.700000000000003,11.899999999999999,Other
UP,0118SA009,2018-01-17,3:30 AM,Derailment,0,SAN ANTONIO,TX,25,4.0,Dark,Cloudy,Main,Freight Train,5,12225,3365,15590,M299,29.394801,-98.487744,31.9,31.6,39.8,-0.29999999999999716,8.199999999999996,7.899999999999999,Other
UP,0321SX003,2021-03-04,7:41 PM,Derailment,0,SAN ANTONIO,TX,70,3.0,Dusk,Cloudy,Yard,Yard/switching,8,142959,59060,202019,H702,29.383934,-98.547246,54.6,59.8,66.5,5.199999999999996,6.700000000000003,11.899999999999999,Other
UP,1122SX001,2022-11-02,5:15 AM,Other impacts,0,SAN ANTONIO,TX,57,1.0,Dawn,Clear,Yard,Single Car,5,6312,0,78013,H312,29.38057,-98.554212,65.9,67.1,74.6,1.1999999999999886,7.5,8.699999999999989,Other
UP,0118SA018,2018-01-25,11:20 PM,Derailment,0,SAN ANTONIO,TX,55,4.0,Dark,Clear,Main,Freight Train,5,19325,2283,21608,H704,29.564869,-98.576467,47.3,47.8,58.7,0.5,10.900000000000006,11.400000000000006,Other
UP,0324ES020,2024-03-12,3:40 PM,Obstruction,0,SAN ANTONIO,TX,73,2.0,Day,Clear,Main,Spec. MoW Equip.,10,5000,0,40000,H025,29.492415,-98.356211,61.6,67.0,74.6,5.399999999999999,7.599999999999994,12.999999999999993,Other
UP,1122SX001,2022-11-02,5:15 AM,Other impacts,0,SAN ANTONIO,TX,57,1.0,Dawn,Clear,Yard,Yard/switching,8,17877,53824,78013,H312,29.38057,-98.554212,65.9,67.1,74.6,1.1999999999999886,7.5,8.699999999999989,Other
UP,0223SX003,2023-02-04,6:25 AM,Other impacts,0,SAN ANTONIO,TX,32,1.0,Dawn,Clear,Yard,Cut of cars,5,488,0,32723,E27C,29.375779,-98.55647,44.7,47.7,56.0,3.0,8.299999999999997,11.299999999999997,Other
UP,0122SX001,2022-01-03,5:30 PM,Derailment,0,SAN ANTONIO,TX,55,2.0,Day,Clear,Yard,Yard/switching,10,32722,55101,87823,H707,29.372438,-98.560651,41.1,41.3,51.6,0.19999999999999574,10.300000000000004,10.5,Other
UP,1118SA035,2018-11-29,12:35 AM,Derailment,0,SAN ANTONIO,TX,56,4.0,Dark,Cloudy,Yard,Yard/switching,5,9380,7156,16536,T314,29.435688,-98.469887,56.2,60.2,69.9,4.0,9.700000000000003,13.700000000000003,Track-related
